data,variavel,valor
2006-07-01,Livres,0.13
2006-07-01,Monitorados,0.33
2006-07-01,Não comercializáveis,0.25
2006-07-01,Não-duráveis,0.11
2006-07-01,Semi-duráveis,-0.13
2006-07-01,Serviços,0.36
2006-08-01,Alimentos,-0.09
2006-08-01,Comercializáveis,-0.04
2006-08-01,Duráveis,-0.39
2006-08-01,Industriais,-0.04
2006-08-01,Livres,0.09
2006-08-01,Monitorados,-0.03
2006-08-01,Não comercializáveis,0.21
2006-08-01,Não-duráveis,0.04
2006-08-01,Semi-duráveis,0.09
2006-08-01,Serviços,0.36
2006-09-01,Alimentos,0.1
2006-09-01,Comercializáveis,0.16
2006-09-01,Duráveis,-0.03
2006-09-01,Industriais,0.12
2006-09-01,Livres,0.21
2006-09-01,Monitorados,0.22
2006-09-01,Não comercializáveis,0.25
2006-09-01,Não-duráveis,0.04
2006-09-01,Semi-duráveis,0.54
2006-09-01,Serviços,0.38
2006-10-01,Alimentos,0.98
2006-10-01,Comercializáveis,0.42
2006-10-01,Duráveis,-0.31
2006-10-01,Industriais,0.19
2006-10-01,Livres,0.43
2006-10-01,Monitorados,0.12
2006-10-01,Não comercializáveis,0.43
2006-10-01,Não-duráveis,0.72
2006-10-01,Semi-duráveis,0.43
2006-10-01,Serviços,0.43
2006-11-01,Alimentos,1.38
2006-11-01,Comercializáveis,0.54
2006-11-01,Duráveis,-0.15
2006-11-01,Industriais,0.25
2006-11-01,Livres,0.45
2006-11-01,Monitorados,0.0
2006-11-01,Não comercializáveis,0.37
2006-11-01,Não-duráveis,0.92
2006-11-01,Semi-duráveis,0.46
2006-11-01,Serviços,0.19
2006-12-01,Alimentos,0.22
2006-12-01,Comercializáveis,0.4
2006-12-01,Duráveis,-0.03
2006-12-01,Industriais,0.46
2006-12-01,Livres,0.32
2006-12-01,Monitorados,0.83
2006-12-01,Não comercializáveis,0.25
2006-12-01,Não-duráveis,0.36
2006-12-01,Semi-duráveis,0.93
2006-12-01,Serviços,0.19
2007-01-01,Alimentos,0.94
2007-01-01,Comercializáveis,0.22
2007-01-01,Duráveis,0.33
2007-01-01,Industriais,0.37
2007-01-01,Livres,0.52
2007-01-01,Monitorados,0.27
2007-01-01,Não comercializáveis,0.8
2007-01-01,Não-duráveis,0.82
2007-01-01,Semi-duráveis,-0.05
2007-01-01,Serviços,0.48
2007-02-01,Alimentos,0.87
2007-02-01,Comercializáveis,-0.1
2007-02-01,Duráveis,-0.41
2007-02-01,Industriais,-0.12
2007-02-01,Livres,0.59
2007-02-01,Monitorados,0.12
2007-02-01,Não comercializáveis,1.23
2007-02-01,Não-duráveis,0.63
2007-02-01,Semi-duráveis,-0.48
2007-02-01,Serviços,1.39
2007-03-01,Alimentos,1.3
2007-03-01,Comercializáveis,0.21
2007-03-01,Duráveis,-0.16
2007-03-01,Industriais,0.12
2007-03-01,Livres,0.44
2007-03-01,Monitorados,0.21
2007-03-01,Não comercializáveis,0.66
2007-03-01,Não-duráveis,0.74
2007-03-01,Semi-duráveis,0.42
2007-03-01,Serviços,0.38
2007-04-01,Alimentos,-0.24
2007-04-01,Comercializáveis,0.25
2007-04-01,Duráveis,0.01
2007-04-01,Industriais,0.38
2007-04-01,Livres,0.19
2007-04-01,Monitorados,0.39
2007-04-01,Não comercializáveis,0.13
2007-04-01,Não-duráveis,0.2
2007-04-01,Semi-duráveis,0.35
2007-04-01,Serviços,0.18
2007-05-01,Alimentos,-0.07
2007-05-01,Comercializáveis,0.48
2007-05-01,Duráveis,-0.16
2007-05-01,Industriais,0.38
2007-05-01,Livres,0.25
2007-05-01,Monitorados,0.35
2007-05-01,Não comercializáveis,0.04
2007-05-01,Não-duráveis,0.34
2007-05-01,Semi-duráveis,0.43
2007-05-01,Serviços,0.26
2007-06-01,Alimentos,1.28
2007-06-01,Comercializáveis,0.55
2007-06-01,Duráveis,-0.23
2007-06-01,Industriais,0.21
2007-06-01,Livres,0.43
2007-06-01,Monitorados,-0.05
2007-06-01,Não comercializáveis,0.32
2007-06-01,Não-duráveis,0.75
2007-06-01,Semi-duráveis,0.7
2007-06-01,Serviços,0.23
2007-07-01,Alimentos,1.93
2007-07-01,Comercializáveis,0.83
2007-07-01,Duráveis,-0.12
2007-07-01,Industriais,-0.07
2007-07-01,Livres,0.45
2007-07-01,Monitorados,-0.22
2007-07-01,Não comercializáveis,0.09
2007-07-01,Não-duráveis,0.99
2007-07-01,Semi-duráveis,-0.07
2007-07-01,Serviços,0.27
2007-08-01,Alimentos,1.71
2007-08-01,Comercializáveis,0.75
2007-08-01,Duráveis,0.2
2007-08-01,Industriais,0.26
2007-08-01,Livres,0.62
2007-08-01,Monitorados,0.12
2007-08-01,Não comercializáveis,0.51
2007-08-01,Não-duráveis,1.09
2007-08-01,Semi-duráveis,0.09
2007-08-01,Serviços,0.48
2007-09-01,Alimentos,0.39
2007-09-01,Comercializáveis,0.26
2007-09-01,Duráveis,0.29
2007-09-01,Industriais,0.28
2007-09-01,Livres,0.28
2007-09-01,Monitorados,-0.04
2007-09-01,Não comercializáveis,0.29
2007-09-01,Não-duráveis,0.29
2007-09-01,Semi-duráveis,0.41
2007-09-01,Serviços,0.2
2007-10-01,Alimentos,0.46
2007-10-01,Comercializáveis,-0.02
2007-10-01,Duráveis,0.2
2007-10-01,Industriais,0.44
2007-10-01,Livres,0.41
2007-10-01,Monitorados,0.05
2007-10-01,Não comercializáveis,0.81
2007-10-01,Não-duráveis,0.47
2007-10-01,Semi-duráveis,0.67
2007-10-01,Serviços,0.34
2007-11-01,Alimentos,0.66
2007-11-01,Comercializáveis,0.21
2007-11-01,Duráveis,-0.04
2007-11-01,Industriais,0.37
2007-11-01,Livres,0.43
2007-11-01,Monitorados,0.26
2007-11-01,Não comercializáveis,0.64
2007-11-01,Não-duráveis,0.65
2007-11-01,Semi-duráveis,0.47
2007-11-01,Serviços,0.38
2007-12-01,Alimentos,2.52
2007-12-01,Comercializáveis,1.0
2007-12-01,Duráveis,0.04
2007-12-01,Industriais,0.68
2007-12-01,Livres,0.98
2007-12-01,Monitorados,0.18
2007-12-01,Não comercializáveis,0.97
2007-12-01,Não-duráveis,1.91
2007-12-01,Semi-duráveis,0.59
2007-12-01,Serviços,0.47
2008-01-01,Alimentos,1.76
2008-01-01,Comercializáveis,0.33
2008-01-01,Duráveis,0.15
2008-01-01,Industriais,0.39
2008-01-01,Livres,0.69
2008-01-01,Monitorados,0.2
2008-01-01,Não comercializáveis,1.02
2008-01-01,Não-duráveis,1.31
2008-01-01,Semi-duráveis,0.05
2008-01-01,Serviços,0.43
2008-02-01,Alimentos,0.53
2008-02-01,Comercializáveis,0.03
2008-02-01,Duráveis,-0.08
2008-02-01,Industriais,0.14
2008-02-01,Livres,0.66
2008-02-01,Monitorados,0.1
2008-02-01,Não comercializáveis,1.24
2008-02-01,Não-duráveis,0.52
2008-02-01,Semi-duráveis,-0.16
2008-02-01,Serviços,1.45
2008-03-01,Alimentos,0.94
2008-03-01,Comercializáveis,0.53
2008-03-01,Duráveis,-0.12
2008-03-01,Industriais,0.41
2008-03-01,Livres,0.48
2008-03-01,Monitorados,0.47
2008-03-01,Não comercializáveis,0.44
2008-03-01,Não-duráveis,0.79
2008-03-01,Semi-duráveis,0.69
2008-03-01,Serviços,0.3
2008-04-01,Alimentos,1.44
2008-04-01,Comercializáveis,1.04
2008-04-01,Duráveis,0.0
2008-04-01,Industriais,0.69
2008-04-01,Livres,0.72
2008-04-01,Monitorados,0.15
2008-04-01,Não comercializáveis,0.43
2008-04-01,Não-duráveis,1.14
2008-04-01,Semi-duráveis,1.26
2008-04-01,Serviços,0.32
2008-05-01,Alimentos,2.27
2008-05-01,Comercializáveis,1.37
2008-05-01,Duráveis,0.26
2008-05-01,Industriais,0.77
2008-05-01,Livres,1.02
2008-05-01,Monitorados,0.26
2008-05-01,Não comercializáveis,0.69
2008-05-01,Não-duráveis,1.71
2008-05-01,Semi-duráveis,0.88
2008-05-01,Serviços,0.56
2008-06-01,Alimentos,2.48
2008-06-01,Comercializáveis,1.19
2008-06-01,Duráveis,0.29
2008-06-01,Industriais,0.65
2008-06-01,Livres,0.96
2008-06-01,Monitorados,0.22
2008-06-01,Não comercializáveis,0.75
2008-06-01,Não-duráveis,1.83
2008-06-01,Semi-duráveis,0.45
2008-06-01,Serviços,0.4
2008-07-01,Alimentos,0.89
2008-07-01,Comercializáveis,0.48
2008-07-01,Duráveis,-0.03
2008-07-01,Industriais,0.43
2008-07-01,Livres,0.5
2008-07-01,Monitorados,0.6
2008-07-01,Não comercializáveis,0.52
2008-07-01,Não-duráveis,0.96
2008-07-01,Semi-duráveis,0.01
2008-07-01,Serviços,0.34
2008-08-01,Alimentos,-0.64
2008-08-01,Comercializáveis,0.19
2008-08-01,Duráveis,0.15
2008-08-01,Industriais,0.46
2008-08-01,Livres,0.25
2008-08-01,Monitorados,0.35
2008-08-01,Não comercializáveis,0.31
2008-08-01,Não-duráveis,-0.02
2008-08-01,Semi-duráveis,0.42
2008-08-01,Serviços,0.56
2008-09-01,Alimentos,-0.88
2008-09-01,Comercializáveis,0.22
2008-09-01,Duráveis,0.3
2008-09-01,Industriais,0.68
2008-09-01,Livres,0.3
2008-09-01,Monitorados,0.17
2008-09-01,Não comercializáveis,0.37
2008-09-01,Não-duráveis,0.02
2008-09-01,Semi-duráveis,0.53
2008-09-01,Serviços,0.55
2008-10-01,Alimentos,0.64
2008-10-01,Comercializáveis,0.62
2008-10-01,Duráveis,0.17
2008-10-01,Industriais,0.58
2008-10-01,Livres,0.54
2008-10-01,Monitorados,0.24
2008-10-01,Não comercializáveis,0.46
2008-10-01,Não-duráveis,0.64
2008-10-01,Semi-duráveis,0.94
2008-10-01,Serviços,0.42
2008-11-01,Alimentos,0.73
2008-11-01,Comercializáveis,0.6
2008-11-01,Duráveis,-0.12
2008-11-01,Industriais,0.26
2008-11-01,Livres,0.44
2008-11-01,Monitorados,0.18
2008-11-01,Não comercializáveis,0.28
2008-11-01,Não-duráveis,0.5
2008-11-01,Semi-duráveis,0.69
2008-11-01,Serviços,0.49
2008-12-01,Alimentos,0.08
2008-12-01,Comercializáveis,0.17
2008-12-01,Duráveis,-0.97
2008-12-01,Industriais,0.29
2008-12-01,Livres,0.28
2008-12-01,Monitorados,0.29
2008-12-01,Não comercializáveis,0.37
2008-12-01,Não-duráveis,0.37
2008-12-01,Semi-duráveis,0.98
2008-12-01,Serviços,0.39
2009-01-01,Alimentos,0.71
2009-01-01,Comercializáveis,0.0
2009-01-01,Duráveis,-1.21
2009-01-01,Industriais,-0.01
2009-01-01,Livres,0.37
2009-01-01,Monitorados,0.75
2009-01-01,Não comercializáveis,0.71
2009-01-01,Não-duráveis,0.69
2009-01-01,Semi-duráveis,0.24
2009-01-01,Serviços,0.65
2009-02-01,Alimentos,-0.11
2009-02-01,Comercializáveis,-0.09
2009-02-01,Duráveis,-0.37
2009-02-01,Industriais,0.13
2009-02-01,Livres,0.67
2009-02-01,Monitorados,0.28
2009-02-01,Não comercializáveis,1.36
2009-02-01,Não-duráveis,0.25
2009-02-01,Semi-duráveis,-0.14
2009-02-01,Serviços,1.89
2009-03-01,Alimentos,0.15
2009-03-01,Comercializáveis,0.14
2009-03-01,Duráveis,0.06
2009-03-01,Industriais,0.39
2009-03-01,Livres,0.23
2009-03-01,Monitorados,0.14
2009-03-01,Não comercializáveis,0.3
2009-03-01,Não-duráveis,0.34
2009-03-01,Semi-duráveis,0.48
2009-03-01,Serviços,0.06
2009-04-01,Alimentos,0.03
2009-04-01,Comercializáveis,0.49
2009-04-01,Duráveis,-0.71
2009-04-01,Industriais,0.52
2009-04-01,Livres,0.47
2009-04-01,Monitorados,0.51
2009-04-01,Não comercializáveis,0.45
2009-04-01,Não-duráveis,0.59
2009-04-01,Semi-duráveis,0.73
2009-04-01,Serviços,0.67
2009-05-01,Alimentos,0.46
2009-05-01,Comercializáveis,0.84
2009-05-01,Duráveis,-0.42
2009-05-01,Industriais,0.54
2009-05-01,Livres,0.54
2009-05-01,Monitorados,0.3
2009-05-01,Não comercializáveis,0.27
2009-05-01,Não-duráveis,0.68
2009-05-01,Semi-duráveis,0.97
2009-05-01,Serviços,0.59
2009-06-01,Alimentos,0.78
2009-06-01,Comercializáveis,0.69
2009-06-01,Duráveis,-0.15
2009-06-01,Industriais,0.27
2009-06-01,Livres,0.42
2009-06-01,Monitorados,0.23
2009-06-01,Não comercializáveis,0.16
2009-06-01,Não-duráveis,0.61
2009-06-01,Semi-duráveis,0.44
2009-06-01,Serviços,0.38
2009-07-01,Alimentos,-0.37
2009-07-01,Comercializáveis,0.17
2009-07-01,Duráveis,-0.02
2009-07-01,Industriais,0.2
2009-07-01,Livres,0.1
2009-07-01,Monitorados,0.57
2009-07-01,Não comercializáveis,0.04
2009-07-01,Não-duráveis,0.01
2009-07-01,Semi-duráveis,0.06
2009-07-01,Serviços,0.27
2009-08-01,Alimentos,-0.38
2009-08-01,Comercializáveis,-0.31
2009-08-01,Duráveis,-0.28
2009-08-01,Industriais,0.15
2009-08-01,Livres,0.15
2009-08-01,Monitorados,0.16
2009-08-01,Não comercializáveis,0.56
2009-08-01,Não-duráveis,0.01
2009-08-01,Semi-duráveis,0.15
2009-08-01,Serviços,0.47
2009-09-01,Alimentos,-0.42
2009-09-01,Comercializáveis,0.01
2009-09-01,Duráveis,0.27
2009-09-01,Industriais,0.34
2009-09-01,Livres,0.18
2009-09-01,Monitorados,0.37
2009-09-01,Não comercializáveis,0.34
2009-09-01,Não-duráveis,-0.07
2009-09-01,Semi-duráveis,0.44
2009-09-01,Serviços,0.36
2009-10-01,Alimentos,-0.21
2009-10-01,Comercializáveis,0.28
2009-10-01,Duráveis,0.42
2009-10-01,Industriais,0.42
2009-10-01,Livres,0.22
2009-10-01,Monitorados,0.42
2009-10-01,Não comercializáveis,0.17
2009-10-01,Não-duráveis,0.07
2009-10-01,Semi-duráveis,0.49
2009-10-01,Serviços,0.22
2009-11-01,Alimentos,0.41
2009-11-01,Comercializáveis,0.22
2009-11-01,Duráveis,0.25
2009-11-01,Industriais,0.5
2009-11-01,Livres,0.42
2009-11-01,Monitorados,0.4
2009-11-01,Não comercializáveis,0.59
2009-11-01,Não-duráveis,0.53
2009-11-01,Semi-duráveis,0.51
2009-11-01,Serviços,0.3
2009-12-01,Alimentos,-0.16
2009-12-01,Comercializáveis,0.16
2009-12-01,Duráveis,0.29
2009-12-01,Industriais,0.51
2009-12-01,Livres,0.31
2009-12-01,Monitorados,0.51
2009-12-01,Não comercializáveis,0.45
2009-12-01,Não-duráveis,0.22
2009-12-01,Semi-duráveis,0.54
2009-12-01,Serviços,0.34
2010-01-01,Alimentos,1.25
2010-01-01,Comercializáveis,0.68
2010-01-01,Duráveis,0.12
2010-01-01,Industriais,0.55
2010-01-01,Livres,0.72
2010-01-01,Monitorados,0.83
2010-01-01,Não comercializáveis,0.75
2010-01-01,Não-duráveis,1.07
2010-01-01,Semi-duráveis,0.47
2010-01-01,Serviços,0.61
2010-02-01,Alimentos,1.18
2010-02-01,Comercializáveis,0.26
2010-02-01,Duráveis,0.31
2010-02-01,Industriais,0.16
2010-02-01,Livres,0.93
2010-02-01,Monitorados,0.42
2010-02-01,Não comercializáveis,1.54
2010-02-01,Não-duráveis,0.83
2010-02-01,Semi-duráveis,-0.42
2010-02-01,Serviços,1.81
2010-03-01,Alimentos,2.06
2010-03-01,Comercializáveis,0.53
2010-03-01,Duráveis,0.28
2010-03-01,Industriais,0.26
2010-03-01,Livres,0.8
2010-03-01,Monitorados,-0.14
2010-03-01,Não comercializáveis,1.03
2010-03-01,Não-duráveis,1.12
2010-03-01,Semi-duráveis,0.52
2010-03-01,Serviços,0.72
2010-04-01,Alimentos,1.92
2010-04-01,Comercializáveis,0.61
2010-04-01,Duráveis,0.31
2010-04-01,Industriais,0.38
2010-04-01,Livres,0.75
2010-04-01,Monitorados,0.14
2010-04-01,Não comercializáveis,0.87
2010-04-01,Não-duráveis,1.05
2010-04-01,Semi-duráveis,0.88
2010-04-01,Serviços,0.5
2010-05-01,Alimentos,-0.06
2010-05-01,Comercializáveis,0.42
2010-05-01,Duráveis,0.41
2010-05-01,Industriais,0.61
2010-05-01,Livres,0.47
2010-05-01,Monitorados,0.33
2010-05-01,Não comercializáveis,0.52
2010-05-01,Não-duráveis,0.22
2010-05-01,Semi-duráveis,0.96
2010-05-01,Serviços,0.62
2010-06-01,Alimentos,-1.71
2010-06-01,Comercializáveis,-0.09
2010-06-01,Duráveis,0.01
2010-06-01,Industriais,0.4
2010-06-01,Livres,-0.05
2010-06-01,Monitorados,0.12
2010-06-01,Não comercializáveis,-0.01
2010-06-01,Não-duráveis,-0.58
2010-06-01,Semi-duráveis,0.35
2010-06-01,Serviços,0.41
2010-07-01,Alimentos,-1.3
2010-07-01,Comercializáveis,-0.21
2010-07-01,Duráveis,-0.17
2010-07-01,Industriais,0.08
2010-07-01,Livres,-0.12
2010-07-01,Monitorados,0.32
2010-07-01,Não comercializáveis,-0.04
2010-07-01,Não-duráveis,-0.54
2010-07-01,Semi-duráveis,0.01
2010-07-01,Serviços,0.35
2010-08-01,Alimentos,-0.61
2010-08-01,Comercializáveis,0.12
2010-08-01,Duráveis,-0.35
2010-08-01,Industriais,0.1
2010-08-01,Livres,0.06
2010-08-01,Monitorados,-0.01
2010-08-01,Não comercializáveis,0.01
2010-08-01,Não-duráveis,-0.15
2010-08-01,Semi-duráveis,0.18
2010-08-01,Serviços,0.41
2010-09-01,Alimentos,1.4
2010-09-01,Comercializáveis,0.88
2010-09-01,Duráveis,0.01
2010-09-01,Industriais,0.28
2010-09-01,Livres,0.56
2010-09-01,Monitorados,0.19
2010-09-01,Não comercializáveis,0.28
2010-09-01,Não-duráveis,0.9
2010-09-01,Semi-duráveis,0.41
2010-09-01,Serviços,0.41
2010-10-01,Alimentos,2.4
2010-10-01,Comercializáveis,1.0
2010-10-01,Duráveis,0.08
2010-10-01,Industriais,0.6
2010-10-01,Livres,0.94
2010-10-01,Monitorados,0.3
2010-10-01,Não comercializáveis,0.88
2010-10-01,Não-duráveis,1.65
2010-10-01,Semi-duráveis,0.71
2010-10-01,Serviços,0.49
2010-11-01,Alimentos,2.76
2010-11-01,Comercializáveis,1.53
2010-11-01,Duráveis,-0.05
2010-11-01,Industriais,0.66
2010-11-01,Livres,1.04
2010-11-01,Monitorados,0.33
2010-11-01,Não comercializáveis,0.6
2010-11-01,Não-duráveis,1.86
2010-11-01,Semi-duráveis,0.99
2010-11-01,Serviços,0.46
2010-12-01,Alimentos,1.03
2010-12-01,Comercializáveis,0.95
2010-12-01,Duráveis,-0.03
2010-12-01,Industriais,0.82
2010-12-01,Livres,0.78
2010-12-01,Monitorados,0.26
2010-12-01,Não comercializáveis,0.63
2010-12-01,Não-duráveis,1.16
2010-12-01,Semi-duráveis,0.86
2010-12-01,Serviços,0.58
2011-01-01,Alimentos,1.24
2011-01-01,Comercializáveis,0.43
2011-01-01,Duráveis,0.23
2011-01-01,Industriais,0.5
2011-01-01,Livres,0.79
2011-01-01,Monitorados,0.94
2011-01-01,Não comercializáveis,1.1
2011-01-01,Não-duráveis,1.07
2011-01-01,Semi-duráveis,0.17
2011-01-01,Serviços,0.87
2011-02-01,Alimentos,-0.15
2011-02-01,Comercializáveis,-0.02
2011-02-01,Duráveis,0.1
2011-02-01,Industriais,0.42
2011-02-01,Livres,0.93
2011-02-01,Monitorados,0.47
2011-02-01,Não comercializáveis,1.78
2011-02-01,Não-duráveis,0.39
2011-02-01,Semi-duráveis,-0.13
2011-02-01,Serviços,2.28
2011-03-01,Alimentos,0.67
2011-03-01,Comercializáveis,0.27
2011-03-01,Duráveis,-0.03
2011-03-01,Industriais,0.56
2011-03-01,Livres,0.68
2011-03-01,Monitorados,1.05
2011-03-01,Não comercializáveis,1.05
2011-03-01,Não-duráveis,0.84
2011-03-01,Semi-duráveis,0.39
2011-03-01,Serviços,0.85
2011-04-01,Alimentos,0.48
2011-04-01,Comercializáveis,0.6
2011-04-01,Duráveis,-0.47
2011-04-01,Industriais,0.61
2011-04-01,Livres,0.56
2011-04-01,Monitorados,1.29
2011-04-01,Não comercializáveis,0.52
2011-04-01,Não-duráveis,0.69
2011-04-01,Semi-duráveis,1.13
2011-04-01,Serviços,0.54
2011-05-01,Alimentos,0.47
2011-05-01,Comercializáveis,0.36
2011-05-01,Duráveis,-0.41
2011-05-01,Industriais,0.3
2011-05-01,Livres,0.44
2011-05-01,Monitorados,0.55
2011-05-01,Não comercializáveis,0.5
2011-05-01,Não-duráveis,0.38
2011-05-01,Semi-duráveis,0.97
2011-05-01,Serviços,0.59
2011-06-01,Alimentos,-0.62
2011-06-01,Comercializáveis,0.19
2011-06-01,Duráveis,0.07
2011-06-01,Industriais,0.42
2011-06-01,Livres,0.26
2011-06-01,Monitorados,-0.12
2011-06-01,Não comercializáveis,0.32
2011-06-01,Não-duráveis,-0.24
2011-06-01,Semi-duráveis,1.11
2011-06-01,Serviços,0.6
2011-07-01,Alimentos,-0.96
2011-07-01,Comercializáveis,-0.04
2011-07-01,Duráveis,-0.1
2011-07-01,Industriais,0.37
2011-07-01,Livres,0.11
2011-07-01,Monitorados,0.29
2011-07-01,Não comercializáveis,0.23
2011-07-01,Não-duráveis,-0.13
2011-07-01,Semi-duráveis,0.19
2011-07-01,Serviços,0.42
2011-08-01,Alimentos,0.74
2011-08-01,Comercializáveis,0.55
2011-08-01,Duráveis,0.02
2011-08-01,Industriais,0.41
2011-08-01,Livres,0.51
2011-08-01,Monitorados,0.03
2011-08-01,Não comercializáveis,0.47
2011-08-01,Não-duráveis,0.61
2011-08-01,Semi-duráveis,0.65
2011-08-01,Serviços,0.5
2011-09-01,Alimentos,0.68
2011-09-01,Comercializáveis,0.52
2011-09-01,Duráveis,-0.09
2011-09-01,Industriais,0.39
2011-09-01,Livres,0.49
2011-09-01,Monitorados,0.62
2011-09-01,Não comercializáveis,0.47
2011-09-01,Não-duráveis,0.62
2011-09-01,Semi-duráveis,0.56
2011-09-01,Serviços,0.51
2011-10-01,Alimentos,0.36
2011-10-01,Comercializáveis,0.39
2011-10-01,Duráveis,-0.2
2011-10-01,Industriais,0.45
2011-10-01,Livres,0.42
2011-10-01,Monitorados,0.46
2011-10-01,Não comercializáveis,0.44
2011-10-01,Não-duráveis,0.5
2011-10-01,Semi-duráveis,0.71
2011-10-01,Serviços,0.41
2011-11-01,Alimentos,1.25
2011-11-01,Comercializáveis,0.57
2011-11-01,Duráveis,-0.19
2011-11-01,Industriais,0.35
2011-11-01,Livres,0.62
2011-11-01,Monitorados,0.27
2011-11-01,Não comercializáveis,0.67
2011-11-01,Não-duráveis,0.93
2011-11-01,Semi-duráveis,0.44
2011-11-01,Serviços,0.59
2011-12-01,Alimentos,1.15
2011-12-01,Comercializáveis,0.51
2011-12-01,Duráveis,-0.5
2011-12-01,Industriais,0.47
2011-12-01,Livres,0.63
2011-12-01,Monitorados,0.19
2011-12-01,Não comercializáveis,0.73
2011-12-01,Não-duráveis,1.04
2011-12-01,Semi-duráveis,0.59
2011-12-01,Serviços,0.51
2012-01-01,Alimentos,0.68
2012-01-01,Comercializáveis,0.0
2012-01-01,Duráveis,-0.13
2012-01-01,Industriais,-0.05
2012-01-01,Livres,0.59
2012-01-01,Monitorados,0.47
2012-01-01,Não comercializáveis,1.13
2012-01-01,Não-duráveis,0.41
2012-01-01,Semi-duráveis,0.14
2012-01-01,Serviços,1.05
2012-02-01,Alimentos,-0.03
2012-02-01,Comercializáveis,-0.21
2012-02-01,Duráveis,-0.13
2012-02-01,Industriais,-0.12
2012-02-01,Livres,0.51
2012-02-01,Monitorados,0.26
2012-02-01,Não comercializáveis,1.17
2012-02-01,Não-duráveis,-0.02
2012-02-01,Semi-duráveis,-0.22
2012-02-01,Serviços,1.25
2012-03-01,Alimentos,0.21
2012-03-01,Comercializáveis,-0.08
2012-03-01,Duráveis,-0.56
2012-03-01,Industriais,-0.16
2012-03-01,Livres,0.22
2012-03-01,Monitorados,0.18
2012-03-01,Não comercializáveis,0.49
2012-03-01,Não-duráveis,0.29
2012-03-01,Semi-duráveis,-0.21
2012-03-01,Serviços,0.52
2012-04-01,Alimentos,0.62
2012-04-01,Comercializáveis,0.55
2012-04-01,Duráveis,-0.46
2012-04-01,Industriais,0.64
2012-04-01,Livres,0.69
2012-04-01,Monitorados,0.47
2012-04-01,Não comercializáveis,0.82
2012-04-01,Não-duráveis,1.09
2012-04-01,Semi-duráveis,0.75
2012-04-01,Serviços,0.77
2012-05-01,Alimentos,0.83
2012-05-01,Comercializáveis,0.49
2012-05-01,Duráveis,-0.23
2012-05-01,Industriais,0.32
2012-05-01,Livres,0.37
2012-05-01,Monitorados,0.32
2012-05-01,Não comercializáveis,0.27
2012-05-01,Não-duráveis,0.77
2012-05-01,Semi-duráveis,0.7
2012-05-01,Serviços,0.21
2012-06-01,Alimentos,0.67
2012-06-01,Comercializáveis,-0.31
2012-06-01,Duráveis,-2.59
2012-06-01,Industriais,-0.9
2012-06-01,Livres,0.06
2012-06-01,Monitorados,0.15
2012-06-01,Não comercializáveis,0.39
2012-06-01,Não-duráveis,0.44
2012-06-01,Semi-duráveis,0.33
2012-06-01,Serviços,0.52
2012-07-01,Alimentos,0.79
2012-07-01,Comercializáveis,0.06
2012-07-01,Duráveis,-0.16
2012-07-01,Industriais,-0.03
2012-07-01,Livres,0.51
2012-07-01,Monitorados,0.19
2012-07-01,Não comercializáveis,0.9
2012-07-01,Não-duráveis,0.54
2012-07-01,Semi-duráveis,0.06
2012-07-01,Serviços,0.79
2012-08-01,Alimentos,0.89
2012-08-01,Comercializáveis,0.44
2012-08-01,Duráveis,0.23
2012-08-01,Industriais,0.28
2012-08-01,Livres,0.5
2012-08-01,Monitorados,0.13
2012-08-01,Não comercializáveis,0.55
2012-08-01,Não-duráveis,0.69
2012-08-01,Semi-duráveis,0.34
2012-08-01,Serviços,0.49
2012-09-01,Alimentos,1.7
2012-09-01,Comercializáveis,0.92
2012-09-01,Duráveis,-0.16
2012-09-01,Industriais,0.23
2012-09-01,Livres,0.66
2012-09-01,Monitorados,0.3
2012-09-01,Não comercializáveis,0.43
2012-09-01,Não-duráveis,1.24
2012-09-01,Semi-duráveis,0.63
2012-09-01,Serviços,0.51
2012-10-01,Alimentos,1.55
2012-10-01,Comercializáveis,1.0
2012-10-01,Duráveis,0.23
2012-10-01,Industriais,0.44
2012-10-01,Livres,0.7
2012-10-01,Monitorados,0.25
2012-10-01,Não comercializáveis,0.43
2012-10-01,Não-duráveis,1.15
2012-10-01,Semi-duráveis,0.78
2012-10-01,Serviços,0.51
2012-11-01,Alimentos,0.52
2012-11-01,Comercializáveis,0.67
2012-11-01,Duráveis,0.28
2012-11-01,Industriais,0.41
2012-11-01,Livres,0.62
2012-11-01,Monitorados,0.54
2012-11-01,Não comercializáveis,0.57
2012-11-01,Não-duráveis,0.44
2012-11-01,Semi-duráveis,0.68
2012-11-01,Serviços,0.82
2012-12-01,Alimentos,1.17
2012-12-01,Comercializáveis,0.86
2012-12-01,Duráveis,0.18
2012-12-01,Industriais,0.73
2012-12-01,Livres,0.94
2012-12-01,Monitorados,0.33
2012-12-01,Não comercializáveis,1.0
2012-12-01,Não-duráveis,1.2
2012-12-01,Semi-duráveis,0.9
2012-12-01,Serviços,0.98
2013-01-01,Alimentos,2.49
2013-01-01,Comercializáveis,1.03
2013-01-01,Duráveis,0.86
2013-01-01,Industriais,0.79
2013-01-01,Livres,1.2
2013-01-01,Monitorados,-0.22
2013-01-01,Não comercializáveis,1.35
2013-01-01,Não-duráveis,2.34
2013-01-01,Semi-duráveis,-0.35
2013-01-01,Serviços,0.92
2013-02-01,Alimentos,1.63
2013-02-01,Comercializáveis,0.63
